Date,Open,High,Low,Close,Adj Close,Volume
2018-10-09,6650.069824,6657.000000,6589.390137,6631.790039,6631.790039,213976678
2018-10-10,6631.790039,6633.220215,6487.859863,6581.069824,6581.069824,323664963
2018-10-11,6581.069824,6581.589844,6171.950195,6209.470215,6209.470215,654924117
2018-10-12,6209.470215,6296.560059,6173.859863,6250.850098,6250.850098,289840137
2018-10-13,6252.100098,6280.729980,6238.919922,6267.270020,6267.270020,137705035
2018-10-14,6267.270020,6346.560059,6247.169922,6277.729980,6277.729980,215422888
2018-10-15,6277.729980,7234.830078,6244.770020,6612.359863,6612.359863,1190524168
2018-10-16,6612.689941,6724.910156,6545.540039,6583.049805,6583.049805,324232509
2018-10-17,6583.049805,6589.200195,6511.600098,6574.520020,6574.520020,220418636
2018-10-18,6576.399902,6616.270020,6445.049805,6488.720215,6488.720215,331761115
2018-10-19,6489.370117,6503.089844,6449.359863,6469.279785,6469.279785,237855085
2018-10-20,6469.279785,6645.200195,6395.450195,6490.560059,6490.560059,127185847
2018-10-21,6490.600098,6557.390137,6474.470215,6509.870117,6509.870117,105283929
2018-10-22,6509.870117,6531.229980,6460.379883,6483.229980,6483.229980,202766914
2018-10-23,6484.319824,6496.200195,6438.990234,6470.220215,6470.220215,220913293
2018-10-24,6470.629883,6538.350098,6465.729980,6476.250000,6476.250000,222068131
2018-10-25,6476.520020,6497.899902,6432.299805,6462.770020,6462.770020,231214963
2018-10-26,6462.770020,6514.000000,6441.810059,6457.209961,6457.209961,215447656
2018-10-27,6457.209961,6479.000000,6445.950195,6470.169922,6470.169922,124066466
2018-10-28,6470.169922,6483.240234,6444.740234,6470.740234,6470.740234,109118160
2018-10-29,6470.740234,6483.390137,6282.580078,6313.910156,6313.910156,342463526
2018-10-30,6314.379883,6340.680176,6286.299805,6309.109863,6309.109863,269592154
2018-10-31,6309.109863,6391.250000,6241.490234,6342.609863,6342.609863,245357244
2018-11-01,6342.810059,6402.589844,6322.600098,6381.299805,6381.299805,199861220
2018-11-02,6381.299805,6420.930176,6371.569824,6394.660156,6394.660156,179385606
2018-11-03,6394.649902,6398.089844,6336.959961,6376.319824,6376.319824,183565304
2018-11-04,6376.549805,6498.160156,6351.919922,6467.049805,6467.049805,175805188
2018-11-05,6467.049805,6475.799805,6406.689941,6433.740234,6433.740234,155758902
2018-11-06,6433.529785,6482.810059,6412.560059,6479.720215,6479.720215,239808254
2018-11-07,6479.720215,6562.790039,6476.589844,6529.680176,6529.680176,360052788
2018-11-08,6530.939941,6542.419922,6438.270020,6446.060059,6446.060059,273205386
2018-11-09,6446.060059,6457.970215,6352.450195,6377.990234,6377.990234,237893036
2018-11-10,6377.990234,6419.919922,6376.169922,6396.370117,6396.370117,94313328
2018-11-11,6396.390137,6414.180176,6326.379883,6408.180176,6408.180176,130156001
2018-11-12,6408.180176,6435.410156,6350.870117,6375.080078,6375.080078,181575610
2018-11-13,6375.080078,6389.430176,6315.580078,6339.169922,6339.169922,227689745
2018-11-14,6339.169922,6375.700195,5469.930176,5741.470215,5741.470215,1045469380
2018-11-15,5740.509766,5767.060059,5300.750000,5647.500000,5647.500000,820864013
2018-11-16,5647.500000,5676.540039,5487.870117,5586.270020,5586.270020,397196182
2018-11-17,5586.970215,5602.009766,5524.700195,5568.939941,5568.939941,164182152
2018-11-18,5567.950195,5701.350098,5567.950195,5615.259766,5615.259766,233409182
2018-11-19,5615.259766,5615.979980,4757.009766,4809.620117,4809.620117,1072037780
2018-11-20,4809.620117,4953.560059,4168.250000,4441.810059,4441.810059,1433400842
2018-11-21,4441.810059,4689.549805,4315.580078,4593.040039,4593.040039,686284917
2018-11-22,4593.040039,4640.720215,4297.209961,4320.680176,4320.680176,376852837
2018-11-23,4320.680176,4419.479980,4157.189941,4343.419922,4343.419922,521825987
2018-11-24,4343.419922,4432.000000,3741.199951,3854.110107,3854.110107,503028289
2018-11-25,3854.110107,4165.930176,3550.040039,4004.149902,4004.149902,819869496
2018-11-26,4004.459961,4124.700195,3598.810059,3784.590088,3784.590088,715341714
2018-11-27,3784.770020,3878.899902,3613.110107,3822.989990,3822.989990,555212127
2018-11-28,3822.989990,4398.569824,3822.939941,4263.549805,4263.549805,726808596
2018-11-29,4263.520020,4444.390137,4130.680176,4286.689941,4286.689941,479575430
2018-11-30,4286.850098,4331.069824,3916.300049,4009.669922,4009.669922,497762735
2018-12-01,4009.669922,4309.649902,3942.620117,4197.459961,4197.459961,280927570
2018-12-02,4197.700195,4318.790039,4077.669922,4143.859863,4143.859863,262154694
2018-12-03,4143.859863,4159.009766,3795.179932,3871.409912,3871.409912,423985399
2018-12-04,3871.409912,4082.679932,3770.919922,3948.439941,3948.439941,373361232
2018-12-05,3948.439941,3961.800049,3719.189941,3737.530029,3737.530029,320944415
2018-12-06,3737.530029,3883.429932,3467.919922,3485.179932,3485.179932,590923562
2018-12-07,3485.179932,3576.110107,3248.000000,3420.570068,3420.570068,699930576
2018-12-08,3420.570068,3602.489990,3295.209961,3461.070068,3461.070068,357548590
2018-12-09,3461.070068,3718.580078,3436.500000,3592.840088,3592.840088,295321498
2018-12-10,3592.840088,3645.489990,3416.770020,3467.159912,3467.159912,287119758
2018-12-11,3467.159912,3483.580078,3348.979980,3401.020020,3401.020020,230671778
2018-12-12,3401.020020,3545.370117,3380.479980,3485.590088,3485.590088,257293632
2018-12-13,3485.590088,3493.760010,3272.810059,3305.110107,3305.110107,286236674
2018-12-14,3305.110107,3333.239990,3180.969971,3235.479980,3235.479980,290985461
2018-12-15,3235.479980,3271.760010,3169.530029,3232.510010,3232.510010,165378769
2018-12-16,3232.510010,3319.830078,3227.399902,3255.370117,3255.370117,148182655
2018-12-17,3255.370117,3639.649902,3239.060059,3548.189941,3548.189941,412454521
2018-12-18,3548.189941,3727.989990,3481.459961,3715.850098,3715.850098,327807644
2018-12-19,3715.850098,3969.699951,3693.570068,3736.540039,3736.540039,620695447
2018-12-20,3736.540039,4225.520020,3712.820068,4137.660156,4137.660156,724855205
2018-12-21,4137.660156,4247.709961,3831.199951,3898.810059,3898.810059,516656937
2018-12-22,3898.810059,4060.340088,3849.229980,4045.239990,4045.239990,250085915
2018-12-23,4045.239990,4117.649902,3972.389893,4007.629883,4007.629883,235997621
2018-12-24,4007.629883,4303.370117,4006.600098,4081.949951,4081.949951,459290147
2018-12-25,4081.949951,4094.610107,3734.850098,3834.729980,3834.729980,367200910
2018-12-26,3834.729980,3923.929932,3746.860107,3848.780029,3848.780029,263439573
2018-12-27,3848.780029,3888.919922,3622.389893,3646.090088,3646.090088,305729129
2018-12-28,3646.090088,4007.709961,3628.429932,3947.860107,3947.860107,353705007
2018-12-29,3947.860107,4004.139893,3774.379883,3797.060059,3797.060059,214891355
2018-12-30,3797.060059,3925.179932,3760.800049,3896.209961,3896.209961,191958416
2018-12-31,3896.209961,3904.280029,3701.479980,3747.389893,3747.389893,206190463
2019-01-01,3747.389893,3938.750000,3696.939941,3880.149902,3880.149902,170598307
2019-01-02,3880.149902,3989.590088,3826.290039,3961.010010,3961.010010,210854603
2019-01-03,3961.010010,3965.520020,3778.760010,3835.860107,3835.860107,176488072
2019-01-04,3835.860107,3901.649902,3783.879883,3874.060059,3874.060059,170507611
2019-01-05,3874.060059,3926.919922,3841.129883,3855.389893,3855.389893,139438510
2019-01-06,3855.389893,4145.160156,3829.090088,4102.850098,4102.850098,236298043
2019-01-07,4102.850098,4132.620117,4001.350098,4050.399902,4050.399902,209289368
2019-01-08,4050.399902,4156.160156,3990.340088,4040.750000,4040.750000,268091045
2019-01-09,4040.750000,4092.909912,4013.000000,4048.340088,4048.340088,223639028
2019-01-10,4048.340088,4085.090088,3631.070068,3668.149902,3668.149902,412522198
2019-01-11,3668.149902,3729.689941,3616.409912,3669.199951,3669.199951,231465488
2019-01-12,3669.199951,3692.120117,3611.199951,3664.379883,3664.379883,103912541
2019-01-13,3664.379883,3675.199951,3528.239990,3551.239990,3551.239990,164125048
2019-01-14,3551.239990,3748.879883,3544.530029,3703.899902,3703.899902,204793029
2019-01-15,3703.899902,3724.300049,3590.489990,3621.239990,3621.239990,198582447
2019-01-16,3621.239990,3704.370117,3611.379883,3643.989990,3643.989990,196211595
2019-01-17,3643.989990,3695.280029,3586.919922,3685.300049,3685.300049,168287506
2019-01-18,3685.300049,3685.389893,3620.439941,3648.050049,3648.050049,118317804
2019-01-19,3648.050049,3799.620117,3643.010010,3729.780029,3729.780029,143238228
2019-01-20,3729.780029,3754.649902,3529.250000,3567.729980,3567.729980,177628515
2019-01-21,3567.729980,3599.830078,3535.189941,3571.919922,3571.919922,129000924
2019-01-22,3571.919922,3635.689941,3473.770020,3602.040039,3602.040039,191355241
2019-01-23,3602.040039,3631.149902,3543.959961,3572.050049,3572.050049,135864247
2019-01-24,3572.050049,3616.330078,3546.500000,3598.520020,3598.520020,113155246
2019-01-25,3598.520020,3607.429932,3539.409912,3582.889893,3582.889893,116674680
2019-01-26,3582.889893,3676.399902,3578.620117,3596.500000,3596.500000,105927045
2019-01-27,3596.500000,3605.989990,3511.290039,3565.080078,3565.080078,93766117
2019-01-28,3565.080078,3567.560059,3402.560059,3453.419922,3453.419922,206309738
2019-01-29,3453.419922,3463.199951,3369.189941,3418.250000,3418.250000,158106687
2019-01-30,3418.250000,3488.909912,3395.939941,3467.209961,3467.209961,146422486
2019-01-31,3467.209961,3499.780029,3422.830078,3434.129883,3434.129883,128773893
2019-02-01,3434.129883,3478.550049,3398.959961,3461.629883,3461.629883,144476056
2019-02-02,3461.629883,3519.139893,3441.209961,3508.679932,3508.679932,94144187
2019-02-03,3508.679932,3514.429932,3424.419922,3449.620117,3449.620117,79591219
2019-02-04,3449.620117,3470.800049,3429.209961,3431.239990,3431.239990,82280894
2019-02-05,3431.239990,3447.879883,3415.669922,3447.659912,3447.659912,84042727
2019-02-06,3447.659912,3459.330078,3362.239990,3394.889893,3394.889893,150408587
2019-02-07,3394.889893,3406.540039,3369.100098,3375.330078,3375.330078,97390901
2019-02-08,3375.330078,3735.100098,3363.320068,3660.030029,3660.030029,317023029
2019-02-09,3660.030029,3673.709961,3616.110107,3652.260010,3652.260010,94200588
2019-02-10,3652.260010,3689.320068,3611.459961,3685.139893,3685.139893,109365095
2019-02-11,3685.139893,3688.590088,3608.179932,3611.340088,3611.340088,146354074
2019-02-12,3611.340088,3648.669922,3574.219971,3617.409912,3617.409912,164816438
2019-02-13,3617.409912,3655.889893,3590.010010,3605.870117,3605.870117,146822348
2019-02-14,3605.870117,3619.699951,3567.389893,3588.719971,3588.719971,117804856
2019-02-15,3588.719971,3640.649902,3575.949951,3593.489990,3593.489990,130398989
2019-02-16,3593.489990,3639.750000,3592.040039,3617.239990,3617.239990,86973822
2019-02-17,3617.239990,3706.169922,3608.179932,3670.919922,3670.919922,134218331
2019-02-18,3670.919922,3952.439941,3661.419922,3912.570068,3912.570068,376203280
2019-02-19,3912.570068,4010.909912,3882.520020,3924.239990,3924.239990,292137057
2019-02-20,3924.239990,3992.310059,3898.909912,3974.050049,3974.050049,209282292
2019-02-21,3974.050049,4026.540039,3900.280029,3937.040039,3937.040039,187314178
2019-02-22,3937.040039,3996.149902,3917.659912,3983.530029,3983.530029,170405341
2019-02-23,3983.530029,4192.390137,3948.479980,4149.089844,4149.089844,231174632
2019-02-24,4149.089844,4221.620117,3755.379883,3771.620117,3771.620117,319071544
2019-02-25,3771.620117,3885.060059,3771.530029,3845.510010,3845.510010,185036583
2019-02-26,3845.510010,3852.659912,3791.899902,3817.879883,3817.879883,126868886
2019-02-27,3817.879883,3851.840088,3699.530029,3830.719971,3830.719971,175069054
2019-02-28,3830.719971,3909.860107,3798.000000,3823.370117,3823.370117,170646670
2019-03-01,3823.370117,3866.120117,3822.669922,3831.479980,3831.479980,101774924
2019-03-02,3831.479980,3846.379883,3790.739990,3842.939941,3842.939941,73894412
2019-03-03,3842.939941,3853.280029,3788.040039,3812.310059,3812.310059,64065044
2019-03-04,3812.310059,3831.010010,3705.139893,3731.280029,3731.280029,147245676
2019-03-05,3731.280029,3893.520020,3720.489990,3874.179932,3874.179932,165062256
2019-03-06,3874.179932,3916.290039,3839.389893,3874.979980,3874.979980,129520549
2019-03-07,3874.979980,3911.760010,3853.199951,3882.610107,3882.610107,146201726
2019-03-08,3882.610107,3932.020020,3804.979980,3868.020020,3868.020020,153405087
2019-03-09,3868.020020,3975.250000,3860.659912,3947.739990,3947.739990,108370246
2019-03-10,3947.739990,3948.209961,3897.820068,3929.840088,3929.840088,68252920
2019-03-11,3929.840088,3941.989990,3849.449951,3874.889893,3874.889893,126998648
2019-03-12,3874.889893,3904.699951,3827.229980,3888.570068,3888.570068,130291591
2019-03-13,3888.570068,3898.250000,3853.060059,3878.439941,3878.439941,108286926
2019-03-14,3878.439941,3922.209961,3825.030029,3881.439941,3881.439941,133931876
2019-03-15,3881.439941,3935.100098,3876.169922,3927.080078,3927.080078,125588541
2019-03-16,3927.080078,4069.110107,3924.979980,4027.010010,4027.010010,166216280
2019-03-17,4027.010010,4030.379883,3970.969971,3998.000000,3998.000000,68146133
2019-03-18,3998.000000,4038.989990,3964.310059,3988.850098,3988.850098,109428478
2019-03-19,3988.850098,4032.040039,3972.469971,4024.139893,4024.139893,118919147
2019-03-20,4024.139893,4064.949951,3995.489990,4056.750000,4056.750000,148490744
2019-03-21,4056.750000,4082.290039,3953.530029,3996.929932,3996.929932,178077036
2019-03-22,3996.929932,4018.209961,3984.000000,4000.840088,4000.840088,90726555
2019-03-23,4000.840088,4019.360107,3982.469971,4007.209961,4007.209961,74094017
2019-03-24,4007.209961,4010.300049,3970.350098,3994.110107,3994.110107,64375076
2019-03-25,3994.110107,4005.290039,3887.679932,3924.550049,3924.550049,136398998
2019-03-26,3924.550049,3943.199951,3902.520020,3942.219971,3942.219971,93805733
2019-03-27,3942.219971,4054.320068,3932.790039,4045.979980,4045.979980,149005782
2019-03-28,4045.979980,4046.439941,4014.689941,4036.449951,4036.449951,102296341
2019-03-29,4036.449951,4122.890137,4031.219971,4111.379883,4111.379883,170915132
2019-03-30,4111.379883,4146.879883,4066.870117,4118.129883,4118.129883,102400533
2019-03-31,4118.129883,4129.430176,4098.790039,4112.689941,4112.689941,56727425
2019-04-01,4112.689941,4164.330078,4082.199951,4151.319824,4151.319824,152826759
2019-04-02,4151.319824,5104.419922,4147.700195,4906.930176,4906.930176,814748125
2019-04-03,4906.930176,5335.700195,4831.589844,4976.589844,4976.589844,809158339
2019-04-04,4976.589844,5071.979980,4799.770020,4913.359863,4913.359863,370109007
2019-04-05,4913.359863,5074.129883,4897.609863,5047.229980,5047.229980,280722247
2019-04-06,5047.229980,5240.189941,4938.000000,5057.250000,5057.250000,275839573
2019-04-07,5057.250000,5266.040039,5044.279785,5201.160156,5201.160156,243329883
2019-04-08,5201.160156,5347.879883,5141.229980,5294.089844,5294.089844,366577921
2019-04-09,5294.089844,5294.089844,5159.129883,5201.299805,5201.299805,253577595
2019-04-10,5201.299805,5460.939941,5178.609863,5318.600098,5318.600098,349643837
2019-04-11,5318.600098,5343.660156,4987.649902,5048.560059,5048.560059,356811374
2019-04-12,5048.560059,5118.609863,4927.620117,5081.500000,5081.500000,220667543
2019-04-13,5081.500000,5128.959961,5056.189941,5080.660156,5080.660156,118956124
2019-04-14,5080.660156,5186.819824,5031.200195,5165.589844,5165.589844,108148233
2019-04-15,5165.589844,5195.310059,4969.310059,5037.270020,5037.270020,205867031
2019-04-16,5037.270020,5232.029785,5029.160156,5212.810059,5212.810059,207311534
2019-04-17,5212.810059,5270.759766,5190.810059,5236.259766,5236.259766,194699629
2019-04-18,5236.259766,5317.779785,5232.990234,5289.750000,5289.750000,187312150
2019-04-19,5289.750000,5353.009766,5212.180176,5295.529785,5295.529785,158699049
2019-04-20,5295.529785,5366.600098,5274.450195,5326.180176,5326.180176,123577001
2019-04-21,5326.180176,5348.589844,5232.770020,5305.740234,5305.740234,134681237
2019-04-22,5305.740234,5444.759766,5265.729980,5394.669922,5394.669922,242498187
2019-04-23,5394.669922,5626.830078,5371.310059,5539.100098,5539.100098,368556751
2019-04-24,5539.100098,5633.000000,5390.979980,5454.580078,5454.580078,339093001
2019-04-25,5454.580078,5521.609863,5031.689941,5162.669922,5162.669922,374798664
2019-04-26,5162.669922,5361.939941,5104.180176,5234.089844,5234.089844,366773360
2019-04-27,5234.089844,5282.970215,5192.450195,5229.479980,5229.479980,113430273
2019-04-28,5233.470215,5313.700195,5218.419922,5272.450195,5272.450195,133564683
2019-04-29,5272.450195,5299.509766,5162.810059,5237.959961,5237.959961,167206787
2019-04-30,5237.959961,5372.229980,5224.640137,5350.640137,5350.640137,172540196
2019-05-01,5350.640137,5417.169922,5346.700195,5389.540039,5389.540039,147345369
2019-05-02,5389.540039,5531.149902,5387.290039,5500.720215,5500.720215,192256639
2019-05-03,5500.720215,5891.899902,5484.779785,5753.379883,5753.379883,432335283
2019-05-04,5753.379883,5901.359863,5596.149902,5840.080078,5840.080078,263390273
2019-05-05,5840.080078,5849.500000,5709.740234,5794.140137,5794.140137,147662500
2019-05-06,5794.140137,5823.669922,5644.149902,5748.169922,5748.169922,200316185
2019-05-07,5748.169922,6031.540039,5748.169922,5819.569824,5819.569824,353043890
2019-05-08,5819.569824,6032.250000,5753.080078,5998.709961,5998.709961,241917027
2019-05-09,5998.709961,6194.910156,5988.649902,6171.959961,6171.959961,310336580
2019-05-10,6171.959961,6444.569824,6133.209961,6358.290039,6358.290039,430403405
2019-05-11,6358.290039,7394.939941,6357.020020,7191.359863,7191.359863,933141315
2019-05-12,7191.359863,7541.609863,6793.209961,6977.629883,6977.629883,1023203366
2019-05-13,6977.629883,8127.750000,6873.419922,7806.359863,7806.359863,1140302646
2019-05-14,7806.359863,8297.019531,7631.339844,7980.129883,7980.129883,976094121
2019-05-15,7980.129883,8263.290039,7849.919922,8183.830078,8183.830078,694202804
2019-05-16,8183.830078,8352.250000,7679.049805,7874.109863,7874.109863,762104107
2019-05-17,7874.109863,7930.979980,6668.669922,7371.959961,7371.959961,1023961962
2019-05-18,7371.959961,7491.669922,7213.720215,7266.080078,7266.080078,303317486
2019-05-19,7266.080078,8281.660156,7257.259766,8193.139648,8193.139648,723011166
2019-05-20,8193.139648,8193.139648,7591.850098,7998.290039,7998.290039,637617163
2019-05-21,7998.290039,8102.319824,7807.770020,7947.930176,7947.930176,357803946
2019-05-22,7947.930176,8033.759766,7533.660156,7626.890137,7626.890137,424501866
2019-05-23,7626.890137,7971.259766,7478.740234,7876.500000,7876.500000,386766321
2019-05-24,7876.500000,8165.450195,7801.569824,7996.399902,7996.399902,413162746
2019-05-25,7996.399902,8140.819824,7948.680176,8059.129883,8059.129883,179206342
2019-05-26,8059.129883,8779.000000,7894.529785,8726.230469,8726.230469,483663699
2019-05-27,8726.230469,8931.530273,8668.459961,8785.169922,8785.169922,507164714
2019-05-28,8785.169922,8818.709961,8562.200195,8718.849609,8718.849609,360752199
2019-05-29,8718.849609,8760.480469,8444.099609,8664.559570,8664.559570,380343928
2019-05-30,8664.559570,9065.889648,8027.209961,8276.250000,8276.250000,815525590
2019-05-31,8276.250000,8570.780273,8116.000000,8550.669922,8550.669922,502056527
2019-06-01,8550.669922,8619.209961,8459.650391,8555.870117,8555.870117,229736992
2019-06-02,8555.870117,8819.900391,8547.480469,8737.910156,8737.910156,221708083
2019-06-03,8737.910156,8740.240234,8073.180176,8114.490234,8114.490234,534972187
2019-06-04,8114.490234,8114.490234,7463.939941,7677.470215,7677.470215,809220381
2019-06-05,7677.470215,7917.140137,7591.879883,7791.290039,7791.290039,387021977
2019-06-06,7791.290039,7872.100098,7467.520020,7807.359863,7807.359863,342084400
2019-06-07,7807.359863,8127.629883,7767.370117,8002.629883,8002.629883,407241297
2019-06-08,8002.629883,8058.910156,7796.459961,7933.779785,7933.779785,186055499
2019-06-09,7933.779785,7964.750000,7535.899902,7643.439941,7643.439941,234551796
2019-06-10,7643.439941,8061.500000,7533.529785,8021.000000,8021.000000,339520552
2019-06-11,8021.000000,8049.779785,7724.580078,7917.319824,7917.319824,282632009
2019-06-12,7917.319824,8250.000000,7834.569824,8174.140137,8174.140137,399065678
2019-06-13,8174.140137,8326.200195,8053.649902,8235.570313,8235.570313,315594036
2019-06-14,8235.570313,8724.419922,8180.390137,8693.959961,8693.959961,424131990
2019-06-15,8693.959961,8905.139648,8621.480469,8853.559570,8853.559570,333656492
2019-06-16,8853.559570,9372.889648,8800.959961,8979.179688,8979.179688,767025702
2019-06-17,8979.179688,9468.849609,8976.990234,9336.009766,9336.009766,606269265
2019-06-18,9336.009766,9357.219727,8941.830078,9081.709961,9081.709961,473016555
2019-06-19,9081.709961,9313.179688,9045.469727,9280.540039,9280.540039,293070485
2019-06-20,9280.540039,9600.280273,9219.809570,9536.849609,9536.849609,424436854
2019-06-21,9536.849609,10230.860352,9536.849609,10218.870117,10218.870117,765543626
2019-06-22,10218.870117,11207.969727,10086.320313,10689.540039,10689.540039,1240328392
2019-06-23,10689.540039,11285.509766,10513.809570,10855.990234,10855.990234,619160985
2019-06-24,10855.990234,11100.919922,10555.709961,11035.740234,11035.740234,565444720
2019-06-25,11035.740234,11778.219727,10992.370117,11740.339844,11740.339844,953962631
2019-06-26,11740.339844,13826.759766,11679.099609,12913.280273,12913.280273,2685872365
2019-06-27,12913.280273,13314.049805,10335.339844,11154.089844,11154.089844,2345027203
2019-06-28,11154.089844,12433.000000,10772.750000,12355.059570,12355.059570,1408438810
2019-06-29,12355.059570,12362.900391,11352.269531,11884.099609,11884.099609,968516834
2019-06-30,11884.099609,12200.019531,10677.830078,10769.049805,10769.049805,917158052
2019-07-01,10769.049805,11207.000000,10006.429688,10591.870117,10591.870117,1225129699
2019-07-02,10591.870117,10927.599609,9678.099609,10844.129883,10844.129883,1239524970
2019-07-03,10844.129883,12009.589844,10841.910156,11981.610352,11981.610352,1313585829
2019-07-04,11981.610352,12055.110352,11067.679688,11156.519531,11156.519531,831236841
2019-07-05,11156.519531,11435.379883,10787.940430,10993.250000,10993.250000,734424868
2019-07-06,10993.250000,11709.269531,10985.400391,11248.940430,11248.940430,549769169
2019-07-07,11248.940430,11605.429688,11109.419922,11474.280273,11474.280273,418161890
2019-07-08,11474.280273,12386.280273,11339.019531,12296.160156,12296.160156,762033323
2019-07-09,12296.160156,12808.059570,12117.309570,12567.019531,12567.019531,993891866
2019-07-10,12567.019531,13183.730469,11569.940430,12099.120117,12099.120117,1554955347
2019-07-11,12099.120117,12099.910156,11002.389648,11343.120117,11343.120117,1185222449
2019-07-12,11343.120117,11931.910156,11096.610352,11797.370117,11797.370117,647690095
2019-07-13,11797.370117,11835.870117,10827.530273,11363.969727,11363.969727,668325183
2019-07-14,11363.969727,11447.919922,10118.849609,10204.410156,10204.410156,814667763
2019-07-15,10204.410156,11070.179688,9877.019531,10850.259766,10850.259766,965178341
2019-07-16,10850.259766,11025.759766,9366.820313,9423.440430,9423.440430,1140137759
2019-07-17,9423.440430,9982.240234,9086.509766,9696.150391,9696.150391,965256823
2019-07-18,9696.150391,10776.540039,9292.610352,10638.349609,10638.349609,1033842556
2019-07-19,10638.349609,10757.410156,10135.160156,10532.940430,10532.940430,658190962
2019-07-20,10532.940430,11094.320313,10379.190430,10759.419922,10759.419922,608954333
2019-07-21,10759.419922,10833.990234,10329.889648,10586.709961,10586.709961,405339891
2019-07-22,10586.709961,10676.599609,10072.070313,10325.870117,10325.870117,524442852
2019-07-23,10325.870117,10328.440430,9820.610352,9854.150391,9854.150391,529438124
2019-07-24,9854.150391,9920.540039,9535.780273,9772.139648,9772.139648,531611909
2019-07-25,9772.139648,10184.429688,9744.700195,9882.429688,9882.429688,403576364
2019-07-26,9882.429688,9890.049805,9668.519531,9847.450195,9847.450195,312717110
2019-07-27,9847.450195,10202.950195,9310.469727,9478.320313,9478.320313,512612117
2019-07-28,9478.320313,9591.519531,9135.639648,9531.769531,9531.769531,267243770
2019-07-29,9531.769531,9717.690430,9386.900391,9506.929688,9506.929688,299936368
2019-07-30,9506.929688,9749.530273,9391.780273,9595.519531,9595.519531,276402322
2019-07-31,9595.519531,10123.940430,9581.599609,10089.250000,10089.250000,416343142
2019-08-01,10089.250000,10488.809570,9890.490234,10409.790039,10409.790039,442037342
2019-08-02,10409.790039,10666.639648,10340.820313,10528.990234,10528.990234,463688251
2019-08-03,10528.990234,10915.000000,10509.349609,10820.410156,10820.410156,367536516
2019-08-04,10820.410156,11074.950195,10572.240234,10978.910156,10978.910156,431699306
2019-08-05,10978.910156,11945.379883,10978.889648,11807.959961,11807.959961,870917186
2019-08-06,11807.959961,12316.849609,11224.099609,11467.099609,11467.099609,949534020
2019-08-07,11467.099609,12138.549805,11393.980469,11974.280273,11974.280273,834719365
2019-08-08,11974.280273,12042.870117,11498.040039,11982.799805,11982.799805,588463519
2019-08-09,11982.799805,12027.570313,11674.059570,11865.209961,11865.209961,464214586
2019-08-10,11865.209961,11971.349609,11232.419922,11293.589844,11293.589844,470049694
2019-08-11,11293.589844,11584.349609,11119.320313,11549.059570,11549.059570,292814721
